participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp119	1.0	0.0	1544.5
sub-pp119	1.0	0.0	3250.2999992370605
sub-pp119	1.0	0.0	1579.0
sub-pp119	1.0	0.0	1627.2000007629397
sub-pp119	1.0	0.0	1387.6999998092651
sub-pp119	1.0	0.0	1122.6000003814695
sub-pp119	1.0	0.0	1675.6999998092651
sub-pp119	1.0	0.0	1490.3999996185305
sub-pp119	1.0	0.0	3307.0
sub-pp119	1.0	0.0	2187.300000190735
sub-pp119	1.0	0.0	1698.6999998092651
sub-pp119	1.0	0.0	1987.599999427796
sub-pp119	1.0	0.0	1634.6999998092651
sub-pp119	1.0	0.0	1578.0999994277954
sub-pp119	1.0	0.0	1498.1000003814695
sub-pp119	1.0	0.0	1419.3000001907349
sub-pp119	1.0	0.0	1267.0
sub-pp119	1.0	0.0	1763.6999998092651
sub-pp119	0.0	1.0	2858.5
sub-pp119	1.0	0.0	1546.8000001907349
sub-pp119	1.0	0.0	1291.1000003814695
sub-pp119	1.0	0.0	1451.2999992370603
sub-pp119	1.0	0.0	1451.0
sub-pp119	1.0	0.0	2330.5
sub-pp119	1.0	0.0	1643.3000001907349
sub-pp119	1.0	0.0	1611.7999992370603
sub-pp119	1.0	0.0	1482.1999998092651
sub-pp119	1.0	0.0	1419.1000003814695
sub-pp119	1.0	0.0	2355.3999996185303
sub-pp119	1.0	0.0	1546.8000001907349
sub-pp119	1.0	0.0	1450.3000001907349
sub-pp119	1.0	0.0	1537.6999998092651
sub-pp119	0.0	1.0	5059.5
sub-pp119	1.0	0.0	1227.1999998092651
sub-pp119	1.0	0.0	1665.1000003814695
sub-pp119	1.0	0.0	2363.0
sub-pp119	1.0	0.0	1547.6000003814695
sub-pp119	1.0	0.0	2562.4000005722046
sub-pp119	1.0	0.0	1571.3000001907349
sub-pp119	1.0	0.0	1739.6000003814695
sub-pp119	1.0	0.0	1434.6000003814695
sub-pp119	1.0	0.0	2147.800000190735
sub-pp119	1.0	0.0	2346.9000005722046
sub-pp119	1.0	0.0	1348.3999996185305
