participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp013	1.0	0.0	1932.0
sub-pp013	1.0	0.0	2427.0
sub-pp013	1.0	0.0	1856.0
sub-pp013	1.0	0.0	1498.0
sub-pp013	1.0	0.0	2021.0
sub-pp013	1.0	0.0	1520.0
sub-pp013	1.0	0.0	1664.0
sub-pp013	1.0	0.0	1913.0
sub-pp013	1.0	0.0	1484.0
sub-pp013	1.0	0.0	1792.0
sub-pp013	1.0	0.0	1355.0
sub-pp013	1.0	0.0	1750.0
sub-pp013	1.0	0.0	1937.0
sub-pp013	1.0	0.0	1772.0
sub-pp013	1.0	0.0	2121.0
sub-pp013	1.0	0.0	1736.0
sub-pp013	1.0	0.0	1629.0
sub-pp013	1.0	0.0	1534.0
sub-pp013	0.0	1.0	5488.0
sub-pp013	1.0	0.0	1571.0
sub-pp013	1.0	0.0	1727.0
sub-pp013	1.0	0.0	1921.0
sub-pp013	1.0	0.0	1743.0
sub-pp013	1.0	0.0	1728.0
sub-pp013	1.0	0.0	2323.0
sub-pp013	1.0	0.0	1541.0
sub-pp013	1.0	0.0	1700.0
sub-pp013	1.0	0.0	1849.0
sub-pp013	1.0	0.0	1556.0
sub-pp013	1.0	0.0	1699.0
sub-pp013	1.0	0.0	1542.0
sub-pp013	1.0	0.0	2065.0
sub-pp013	1.0	0.0	1506.0
sub-pp013	1.0	0.0	1720.0
sub-pp013	1.0	0.0	2021.0
sub-pp013	1.0	0.0	2595.0
sub-pp013	1.0	0.0	1600.0
sub-pp013	1.0	0.0	2209.0
sub-pp013	1.0	0.0	2109.0
sub-pp013	1.0	0.0	1557.0
sub-pp013	1.0	0.0	2022.0
sub-pp013	1.0	0.0	2138.0
sub-pp013	1.0	0.0	1700.0
sub-pp013	1.0	0.0	1320.0
